Geneid	L11B	L12B	L13B	L14B	L15B	L1A	L2A	L3A	L4A	L5A	L1N	L2N	L3N	L4N
LOC110343486	1	0	0	5	0	0	0	3	3	4	0	0	1	0
Synm	3	6	4	2	1	2	1	1	8	5	7	4	7	5
Ttc23	16	33	14	58	44	21	12	23	83	64	21	24	13	10
Lrrc28	11	26	8	33	34	9	6	29	70	49	14	13	11	5
LOC110343488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343492	3	14	0	19	13	5	0	13	29	25	1	6	4	2
LOC101826135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343489	0	2	1	0	1	0	0	4	1	0	1	0	0	0
Mef2a	12	25	11	33	45	27	11	36	65	44	37	34	36	12
LOC106022297	3	8	1	8	12	1	2	8	12	7	4	3	3	1
Lysmd4	1	3	1	3	1	2	2	1	2	3	0	3	2	1
Adamts17	25	41	11	72	69	16	17	48	138	115	18	29	26	8
LOC106022298	0	0	0	1	0	0	0	0	0	0	1	0	0	0
LOC110343500	3	8	1	8	9	3	0	7	16	16	5	1	1	1
Crot	11	16	18	18	22	40	11	17	26	43	24	51	37	17
Abcb4	11	24	5	31	24	10	9	17	62	36	5	7	7	7
LOC110343496	2	0	0	0	0	0	0	1	2	0	0	1	0	0
LOC110343501	0	1	1	3	2	0	1	3	1	0	3	0	0	1
LOC101833290	7	14	7	37	31	14	6	32	58	45	5	8	8	5
Abcb1	21	33	38	70	52	51	26	50	99	75	40	51	36	19
Rundc3b	8	29	11	51	37	13	9	40	86	68	12	23	12	8
LOC101827364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a40	12	14	21	21	18	29	17	20	38	30	34	34	20	17
Dbf4	9	9	6	25	20	23	11	14	45	31	11	17	12	8
Adam22	12	39	14	84	53	18	10	52	142	106	20	20	18	15
LOC110343495	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sri	86	125	110	127	154	230	102	123	244	302	182	282	246	127
LOC101829375	8	10	12	23	20	26	27	13	37	34	15	20	21	5
LOC101834054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101829646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znf804b	27	51	19	99	98	15	6	83	172	137	27	29	28	17
Tex47	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC110343498	0	0	0	3	0	2	0	2	5	1	0	2	0	0
Steap1	1	3	2	4	4	3	1	3	7	4	1	2	1	0
LOC110343497	2	2	0	9	1	4	1	1	4	4	5	12	6	5
Steap2	0	1	1	1	0	1	0	3	5	2	1	0	3	0
Cfap69	5	13	7	27	20	5	4	20	23	40	4	12	7	5
Gtpbp10	5	12	12	17	13	27	8	17	34	30	14	12	12	11
Cldn12	2	9	6	14	7	8	3	3	16	17	7	12	7	4
LOC110343503	2	6	1	8	8	3	2	4	13	4	2	3	3	1
LOC101831522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343499	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cdk14	85	143	94	242	222	135	65	156	366	286	173	253	230	102
Fzd1	6	10	4	7	8	21	6	7	12	17	11	19	12	5
LOC101834850	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Mterf1	9	6	10	8	7	16	7	3	10	18	7	11	10	4
LOC106022300	10	29	14	26	17	14	9	21	35	26	10	19	29	14
LOC106022302	1	3	3	9	6	4	3	5	18	18	6	4	6	1
Dio2	3	3	13	10	4	57	17	15	78	95	6	15	14	5
Nrxn3	76	208	69	405	311	73	46	281	593	412	85	95	80	52
LOC110343506	0	2	0	2	0	0	0	2	1	1	0	0	0	0
LOC110343510	4	7	4	18	9	1	1	6	23	19	0	4	3	1
Adck1	12	14	8	24	20	12	5	20	35	32	21	22	25	8
Snw1	23	31	22	36	38	89	53	35	103	93	43	72	53	25
Slirp	44	55	66	65	81	160	72	88	143	131	93	113	92	46
Alkbh1	4	3	4	5	5	4	2	6	5	5	2	3	6	3
Sptlc2	10	20	8	27	28	20	5	30	63	47	19	28	15	5
Ism2	5	6	1	10	15	1	1	11	28	13	5	3	4	6
Vipas39	7	14	8	20	21	28	25	14	41	40	31	51	35	18
Noxred1	2	3	1	9	7	0	1	4	15	12	0	2	2	0
Samd15	6	7	2	8	9	3	2	9	24	18	3	0	2	5
Tmed8	7	20	7	24	20	2	1	7	37	20	5	5	4	0
Pomt2	7	5	2	5	6	4	5	11	9	13	3	7	4	0
Ngb	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tmem63c	3	6	4	20	14	5	1	17	22	19	4	5	2	4
Zdhhc22	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Cipc	5	6	8	7	11	5	7	9	22	11	12	17	11	4
LOC110343509	8	21	5	36	32	8	4	26	54	48	11	8	4	6
Irf2bpl	36	63	72	68	84	148	65	68	154	151	100	161	154	73
Lrrc74a	4	3	1	8	3	1	2	7	11	8	3	0	0	2
Angel1	4	6	0	11	7	3	0	14	16	21	2	6	3	4
Vash1	8	12	8	7	16	15	7	12	17	9	14	14	21	9
LOC110343508	0	1	0	1	4	0	0	4	5	6	1	3	1	0
Esrrb	3	7	3	21	10	2	1	12	27	28	3	4	6	2
Gpatch2l	7	14	8	19	18	2	3	11	39	32	9	13	15	6
LOC110343504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift43	6	14	6	24	17	4	3	11	32	24	5	4	4	3
LOC110343507	0	3	4	2	6	3	2	4	6	10	4	5	4	1
Tgfb3	1	5	11	13	17	26	7	9	7	13	8	18	21	10
LOC101840855	11	33	31	33	33	35	21	34	67	57	42	47	39	27
Pnrc2	0	2	0	1	0	0	1	1	1	0	2	0	0	0
LOC101844231	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101844497	9	10	5	24	18	1	2	23	31	35	9	6	11	2
LOC101844767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343511	1	6	2	9	4	2	0	3	14	9	2	2	4	0
LOC110343512	0	4	3	2	4	3	4	2	5	3	4	4	9	1
Phf3	17	41	32	33	39	65	24	25	54	61	51	71	52	27
Ptp4a1	7	14	6	26	16	7	4	17	45	28	4	6	7	0
LOC106022305	1	0	0	1	1	1	0	0	0	0	0	7	1	0
Lgsn	3	2	2	6	5	0	1	8	22	10	0	2	3	2
LOC106022304	2	3	2	2	5	1	0	4	4	5	0	1	1	1
Sesn3	17	42	27	28	40	48	16	30	57	50	43	78	55	41
Endod1	12	23	10	25	26	30	12	16	51	46	24	20	24	13
LOC110343516	0	1	0	0	0	1	0	0	1	1	0	1	0	0
Kdm4d	0	2	0	2	1	3	0	1	2	3	0	0	2	0
Cwc15	40	66	58	61	60	143	67	59	118	129	89	130	143	51
LOC106022310	0	0	0	0	1	0	0	1	0	3	0	0	0	1
Amotl1	27	41	30	49	53	53	22	42	81	72	69	99	87	38
Piwil4	1	2	3	4	3	3	3	4	7	7	3	2	2	1
Fut4	3	0	2	3	3	2	0	1	4	5	3	3	2	3
LOC101824480	129	161	163	192	184	318	198	181	325	316	226	332	282	199
CUNH11orf97	6	16	17	25	24	22	16	29	32	45	17	21	12	11
Ankrd49	7	10	13	16	19	14	7	8	23	28	11	28	22	8
Mre11	13	15	17	22	20	25	16	16	35	31	28	27	30	9
Gpr83	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Izumo1r	1	0	1	1	1	1	0	1	3	1	1	1	0	0
LOC110343517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Panx1	4	6	3	14	13	10	2	10	26	26	3	9	6	3
Hephl1	0	4	1	3	3	1	1	4	3	5	1	1	1	0
LOC110343515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343514	0	2	0	1	3	0	0	1	2	4	2	2	0	0
Vstm5	0	1	3	4	5	0	2	2	14	8	1	0	3	2
Med17	5	15	12	16	18	13	8	25	29	30	7	18	21	7
CUNH11orf54	5	16	22	12	17	33	13	11	24	19	30	22	24	13
LOC106022311	0	0	0	0	0	1	0	1	1	1	0	2	1	3
Taf1d	27	28	36	36	33	59	33	32	45	63	88	85	83	38
Cep295	5	8	7	13	14	17	6	9	26	29	7	16	16	7
LOC106022309	4	8	3	17	13	4	0	11	15	13	4	2	2	2
Smco4	16	25	27	27	47	52	29	29	65	71	55	58	63	27
Deup1	7	7	5	12	13	6	5	18	23	29	5	7	13	3
LOC110343518	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Slc36a4	2	6	1	8	6	3	4	3	11	16	3	6	1	1
LOC106022308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fat3	35	69	17	103	87	23	19	54	159	135	27	39	35	19
LOC110343513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106022306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chordc1	6	14	12	29	17	13	6	17	31	33	13	11	11	8
Naalad2	8	28	6	37	17	11	2	30	63	47	11	8	8	2
LOC101839609	0	0	1	0	0	0	0	0	1	1	0	0	0	0
LOC110343522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncapd2	3	7	2	7	4	4	1	4	12	14	1	5	3	1
Mrpl51	35	33	35	42	40	82	43	37	73	74	57	77	68	25
Vamp1	3	5	1	7	8	4	0	2	7	7	2	2	4	1
LOC110343519	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cd27	11	15	11	16	18	28	9	15	51	33	20	23	17	19
LOC106022314	0	6	8	2	8	11	5	4	26	12	2	8	2	6
LOC101831620	0	0	1	1	2	0	1	2	4	6	0	0	1	0
Ltbr	14	25	14	29	28	47	22	21	52	58	26	42	34	22
Scnn1a	14	13	12	12	27	36	20	16	41	40	17	26	34	12
Tnfrsf1a	24	51	22	33	42	82	41	53	80	91	49	65	61	28
Plekhg6	1	0	2	0	0	0	0	0	3	2	0	0	0	0
Cd9	53	110	118	92	107	189	74	75	131	179	118	127	146	66
LOC110343520	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Vwf	11	21	10	27	17	13	6	10	20	29	37	60	51	19
Ano2	7	18	2	30	23	4	3	27	62	32	10	12	13	3
Ntf3	0	2	2	4	4	0	2	4	10	6	1	2	0	2
Kcna5	1	0	1	0	1	0	0	0	0	0	1	0	0	1
LOC106022313	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC110343529	2	7	1	9	11	1	0	9	21	10	1	5	3	1
Kcna1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna6	1	6	3	10	7	8	0	14	19	21	2	5	4	4
Galnt8	2	2	1	3	4	0	0	3	8	5	0	2	0	1
Ndufa9	33	56	41	41	50	104	46	32	73	85	54	74	56	27
Akap3	7	3	6	5	3	15	8	9	8	8	12	12	12	8
Dyrk4	4	2	0	12	8	0	0	6	23	7	2	4	3	0
Rad51ap1	2	3	7	4	3	10	5	6	11	12	5	7	1	3
CUNH12orf4	14	12	15	17	26	33	13	25	38	36	27	31	27	15
LOC101842293	3	8	3	12	15	2	1	10	16	15	4	6	2	1
LOC110343531	0	4	0	2	0	0	1	4	2	1	1	2	0	1
Fgf6	1	0	0	0	1	0	0	0	1	0	0	1	0	0
Fgf23	3	1	1	1	3	0	1	3	2	2	0	0	0	0
Tigar	2	7	4	5	15	12	1	10	17	14	11	21	12	2
Ccnd2	273	346	393	344	441	687	359	285	517	602	477	754	602	314
LOC110343532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343526	1	8	4	9	9	4	1	11	18	15	5	5	5	1
LOC101843360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp11	12	24	10	45	36	22	8	22	45	39	19	17	17	3
Cracr2a	1	8	6	14	12	12	6	8	27	10	9	12	4	6
Prmt8	7	8	5	24	23	7	5	18	31	28	8	7	5	4
Tspan11	1	5	2	2	2	4	1	1	7	6	1	3	1	0
Tspan9	13	18	15	37	39	14	10	24	66	47	16	31	28	16
LOC106022315	6	16	6	32	23	7	5	17	37	32	10	11	12	12
LOC110343521	4	12	6	30	18	5	4	16	32	28	7	8	9	7
LOC101836932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tead4	13	33	18	39	33	14	4	17	40	41	16	42	29	17
Tulp3	13	29	12	25	37	21	7	29	59	70	24	38	21	13
LOC110343524	0	0	0	1	3	2	0	2	0	0	0	1	1	0
Foxm1	7	16	9	21	22	10	9	20	30	22	6	15	9	3
Nrip2	3	7	1	12	11	1	1	7	21	5	2	1	1	1
Itfg2	1	7	1	4	7	1	1	8	14	11	4	3	2	0
Fkbp4	41	58	47	23	59	87	57	37	76	104	69	115	97	27
LOC106022317	0	0	1	0	0	0	0	1	0	0	0	0	0	0
LOC101844701	3	9	3	15	10	6	2	16	28	15	5	5	7	7
LOC101822348	4	2	1	8	1	0	3	8	11	9	1	2	0	0
LOC101838802	2	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101822612	2	0	0	3	2	6	1	2	3	3	0	3	2	0
LOC110343525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101822885	13	26	9	28	47	13	6	42	74	59	12	27	11	7
LOC110343527	0	0	0	1	0	0	0	2	1	0	1	2	0	0
LOC110343528	3	5	3	10	2	7	1	4	5	6	4	12	16	3
LOC101823150	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101839071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101823425	2	2	10	3	4	16	3	3	12	7	8	12	14	7
LOC101823687	10	9	11	19	10	18	11	22	28	40	16	30	23	15
LOC101823947	0	0	0	2	0	1	0	1	1	4	0	0	0	0
LOC101824212	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC101824481	2	4	1	9	4	2	0	3	8	6	1	3	1	1
LOC101839334	0	2	0	0	5	2	1	0	2	3	2	1	3	1
LOC110343541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106022321	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC110343539	0	1	0	0	0	0	0	1	0	0	0	1	0	0
LOC106022337	0	0	0	3	0	0	0	1	4	0	0	0	1	0
LOC106022335	4	5	1	5	1	1	1	5	5	9	0	0	2	1
LOC106022323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101824742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101836934	0	0	0	0	0	0	0	2	2	1	0	2	0	0
LOC101837201	1	2	0	6	8	3	1	4	9	10	2	2	2	1
Nlrp9	0	1	2	8	4	1	1	4	5	6	0	1	1	0
LOC101825004	0	0	0	0	1	0	0	2	6	3	0	2	1	0
Epn1	20	28	29	34	41	77	41	40	74	73	55	82	67	27
U2af2	7	12	5	16	14	28	7	16	33	35	28	23	22	14
Ccdc106	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Znf581	5	8	7	7	6	19	3	5	12	13	11	20	7	3
Znf580	8	10	9	16	10	31	9	9	18	19	20	28	10	6
Znf784	1	2	1	0	0	0	1	2	2	0	2	1	1	2
Znf865	0	0	0	2	0	0	0	0	0	1	0	0	0	0
Znf524	37	38	30	49	51	75	49	29	64	73	74	83	79	38
Fiz1	5	5	4	8	3	11	8	2	24	18	5	9	6	2
Znf579	2	3	8	5	3	10	8	2	7	10	7	11	13	5
Sbk3	4	5	12	8	7	2	8	2	4	6	9	27	18	10
Sbk2	0	0	1	3	4	0	0	4	7	3	2	0	2	0
Ssc5d	11	12	19	25	17	29	15	19	42	31	24	34	35	18
Nat14	2	4	1	1	2	6	5	2	7	14	6	3	3	3
Znf628	4	4	3	4	5	12	3	3	7	19	7	15	7	7
LOC110343540	7	17	11	17	18	7	7	13	39	23	17	15	13	8
LOC101839073	10	17	19	12	18	34	14	12	29	33	21	37	34	13
LOC101839336	1	2	0	0	0	2	0	0	2	0	0	1	0	0
Shisa7	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Ube2s	29	58	31	51	57	68	38	37	77	98	58	78	59	37
Rpl28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem190	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Il11	2	0	0	2	4	1	0	1	5	5	2	1	2	1
Fam71e2	1	0	3	1	1	0	0	2	7	4	1	1	0	0
LOC101828586	0	0	2	1	0	0	0	1	0	0	1	3	0	0
Kmt5c	2	1	3	2	6	7	5	3	4	8	6	6	7	3
Tmem150b	1	2	0	2	0	0	0	0	2	0	0	0	0	0
Brsk1	9	15	0	22	9	1	4	15	41	15	9	4	3	2
Hspbp1	17	25	12	16	26	41	14	21	56	37	29	33	30	22
Ppp6r1	52	52	53	50	67	98	48	51	126	105	71	121	91	48
Tmem86b	5	6	5	5	9	20	7	4	20	16	14	20	11	3
Ptprh	0	4	3	4	5	0	0	7	18	6	0	3	2	1
LOC101830195	0	0	0	0	0	0	1	0	0	0	1	0	1	0
Syt5	2	0	0	0	2	0	0	1	3	1	0	0	2	0
LOC101840698	0	0	0	0	1	0	0	0	0	1	0	0	1	0
Dnaaf3	1	3	6	10	8	9	3	5	11	10	8	6	4	1
Tnni3	6	13	4	8	9	12	9	11	17	6	20	24	21	8
Tnnt1	1	1	2	4	4	2	2	1	8	5	5	6	4	3
Ppp1r12c	26	32	35	33	45	74	49	32	50	75	77	95	77	45
Eps8l1	18	36	26	39	31	37	34	25	71	45	46	62	43	25
Rdh13	3	3	0	6	9	0	1	4	18	7	0	2	0	2
LOC101841495	2	4	6	3	3	13	5	6	19	18	3	9	0	3
LOC101842025	3	16	16	8	12	45	26	30	47	38	14	26	17	12
Gp6	7	13	23	15	9	27	17	15	22	12	16	17	17	6
Fcar	1	2	0	2	3	1	1	1	2	2	0	0	2	0
LOC101842560	4	7	2	14	14	1	2	13	22	25	5	2	5	0
LOC110343538	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC106022319	44	70	66	67	96	245	128	160	344	286	110	119	106	65
LOC110343537	0	0	0	0	0	0	1	0	1	1	0	0	1	2
LOC106022318	1	2	2	3	1	10	2	4	7	7	1	0	6	1
LOC101843905	3	3	1	6	6	3	3	2	4	11	2	6	5	1
LOC106022329	26	20	28	26	26	117	91	104	226	143	34	52	54	21
LOC101844703	33	39	46	63	40	175	98	87	237	244	89	111	92	39
LOC110343535	2	3	6	10	10	21	8	8	26	23	5	9	6	6
LOC101831976	13	10	9	26	17	19	24	12	27	30	33	19	23	19
Lair2	2	0	4	5	5	5	4	3	5	8	3	4	5	2
Cdc42ep5	31	46	43	45	41	64	31	24	62	78	64	106	103	42
Leng9	3	6	11	6	11	17	13	18	17	24	7	11	12	2
Leng8	5	4	7	9	7	8	6	3	4	6	9	20	12	4
Ttyh1	5	6	6	10	16	1	3	22	21	27	2	9	7	4
Lair1	3	3	1	1	1	10	7	7	15	15	0	5	4	4
LOC110343534	4	3	3	4	5	5	6	4	18	10	1	2	6	2
LOC101823152	1	1	0	0	1	1	2	2	1	3	2	1	0	0
LOC110343533	3	1	4	11	1	9	4	9	7	14	6	5	6	2
LOC106020755	1	1	0	0	0	4	1	1	2	1	0	3	1	0
LOC101823427	2	2	1	0	2	4	0	1	3	1	1	2	3	5
LOC101823689	0	8	5	6	5	16	14	5	19	18	6	5	8	6
LOC101833455	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC110343536	0	0	0	3	2	2	0	2	3	1	0	1	0	0
LOC101823949	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101824214	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LOC101824744	2	15	6	24	22	26	15	13	43	40	13	11	8	4
LOC110343547	0	0	0	0	0	3	2	0	0	1	2	2	0	0
LOC106022332	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC101825271	19	35	18	61	46	114	84	84	250	151	31	33	36	20
LOC110343543	2	6	1	9	6	4	5	12	28	6	4	3	5	2
Tsen34	0	0	1	2	0	2	0	0	0	4	1	1	2	0
Mboat7	3	15	6	15	12	17	8	11	32	30	8	16	18	11
Tmc4	21	17	21	41	25	26	20	19	22	32	32	43	54	25
Leng1	5	11	7	16	8	20	18	11	31	26	8	21	16	3
Cnot3	110	125	217	209	157	270	159	125	183	251	288	352	319	164
LOC110343542	1	0	0	0	1	0	1	1	0	0	0	0	1	1
Prpf31	22	29	19	26	25	61	31	27	58	61	43	49	45	16
Tfpt	4	8	7	10	11	25	7	11	21	26	20	13	12	4
Ndufa3	114	122	98	118	158	232	115	121	239	229	175	227	202	99
Oscar	2	10	2	10	7	8	3	9	13	15	9	13	6	3
LOC110343544	1	2	0	1	3	0	0	1	6	4	0	0	1	0
LOC101826838	9	10	3	20	14	1	3	13	24	19	4	5	4	3
LOC110343545	2	4	1	3	1	1	1	4	9	3	2	1	1	0
LOC101827366	2	6	3	8	6	0	3	10	18	9	3	3	0	2
Vstm1	4	2	5	7	6	4	3	7	13	13	7	2	3	2
Trnak-cuu_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng6	1	1	0	0	3	0	0	1	3	1	0	0	0	0
Cacng8	0	3	0	2	4	1	0	3	1	3	0	1	2	1
Cacng7	4	16	3	20	15	1	4	13	34	29	5	5	5	0
Prkcg	3	6	2	12	13	3	1	5	17	12	5	7	3	0
Myadm	17	26	9	40	44	13	10	48	94	52	12	11	16	5
Nlrp12	9	13	10	20	23	3	5	17	41	26	8	11	7	4
LOC101828674	1	0	1	4	9	8	7	10	12	9	2	10	3	6
Dprx	1	4	2	15	9	4	0	11	19	13	5	3	2	1
LOC101829209	1	3	0	6	11	2	1	7	9	4	0	3	1	1
Znf331	0	1	0	0	2	1	0	2	3	3	0	0	1	1
LOC101836404	0	0	0	1	1	0	0	4	6	1	0	1	0	0
LOC101829746	4	10	3	11	8	0	2	11	18	9	0	2	2	3
LOC101830020	15	37	9	54	48	14	3	38	95	75	9	17	11	7
LOC106022322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106022336	3	5	3	10	7	5	4	16	21	15	8	4	5	7
LOC101836659	0	0	0	0	0	0	0	0	2	0	0	1	0	1
LOC101830283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube3c	32	51	37	80	71	60	29	66	127	97	80	124	92	45
Mnx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nom1	4	5	2	3	3	4	1	3	4	4	3	5	2	0
LOC110343552	3	9	3	10	13	3	2	1	15	6	1	0	3	3
Lmbr1	18	42	25	66	43	23	11	39	87	62	29	31	28	9
LOC101831001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf32	5	7	8	12	17	10	5	8	25	19	14	8	3	5
LOC101835367	3	18	6	20	28	5	2	17	33	17	2	10	4	2
LOC110343550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101835634	0	1	0	1	1	0	1	1	1	1	1	0	0	1
Shh	0	1	0	1	0	0	0	0	0	0	1	1	1	0
Rbm33	35	59	36	65	56	58	25	33	81	97	89	100	110	46
Trnac-gca_6	0	0	0	1	1	0	0	1	0	0	0	1	0	0
Cnpy1	2	3	2	10	7	3	3	3	18	6	2	4	1	2
En2	0	3	1	1	5	10	4	1	1	5	3	3	3	1
Insig1	17	21	18	22	35	55	28	12	53	44	20	39	41	14
LOC110343549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr5a	0	1	1	4	2	2	1	4	8	6	2	0	3	0
Paxip1	5	11	6	13	15	13	7	6	31	25	4	7	9	2
Dpp6	25	48	19	84	81	22	16	84	166	138	23	25	33	8
LOC101833098	0	1	0	1	3	5	2	1	2	0	0	1	2	0
Actr3b	9	19	7	24	25	5	2	18	46	28	7	7	2	5
LOC106022339	5	6	8	5	3	6	4	1	3	5	4	11	9	5
Xrcc2	7	11	8	11	10	8	1	12	28	24	4	9	5	2
LOC110343551	7	16	11	24	27	17	9	17	39	47	11	12	15	13
Cct8l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2c	43	86	56	78	84	102	40	59	126	123	99	136	130	65
Galnt11	4	5	6	5	8	12	7	4	13	16	12	17	18	2
LOC106022347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101837099	5	12	2	23	22	4	3	12	35	28	7	5	4	2
LOC106022348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znf697	1	3	1	2	4	1	2	1	5	5	1	1	1	0
Phgdh	1	2	3	4	3	6	9	4	11	7	5	3	3	4
Hmgcs2	3	15	10	9	5	14	9	7	12	19	11	29	15	7
Reg4	0	1	0	6	0	1	3	4	1	2	1	2	1	0
Adam30	1	0	0	0	0	2	0	0	1	0	3	1	3	0
Notch2	18	44	12	55	34	28	11	47	65	55	24	50	34	17
LOC110343563	2	2	3	7	1	4	3	8	7	9	3	7	6	2
Sec22b	43	45	43	46	57	128	42	54	101	106	77	105	96	45
LOC101838805	29	61	38	75	83	57	28	69	162	117	39	59	50	32
Prkab2	8	2	0	8	1	7	3	3	4	6	7	7	4	2
Fmo5	11	19	15	20	27	34	19	25	47	48	20	28	23	13
LOC106022351	1	0	1	1	1	1	0	2	0	0	1	1	0	0
LOC110343562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chd1l	7	8	6	17	6	8	5	16	20	20	11	19	12	6
LOC101837373	0	0	0	1	1	0	0	1	0	1	1	0	0	0
LOC101837636	0	0	0	0	1	0	0	0	0	1	0	1	0	0
LOC101838168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110343556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9	13	31	11	46	45	17	7	32	87	70	17	19	16	9
Acp6	5	6	9	11	7	14	5	9	13	18	8	10	12	7
Gja5	17	18	21	12	16	39	8	15	42	33	23	32	19	12
LOC110343557	0	3	1	2	0	1	0	2	4	0	0	0	2	2
Gja8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101838438	17	25	17	49	40	15	14	32	80	68	26	25	18	17
Pdzk1	5	3	0	5	1	1	0	2	8	5	1	2	2	0
Cd160	2	4	2	16	8	3	2	6	13	9	2	6	5	0
Rnf115	44	64	59	53	62	118	53	61	120	132	75	102	103	38
Polr3c	12	24	12	35	35	16	5	26	50	38	17	27	24	11
Pias3	1	3	2	5	9	2	1	4	9	8	0	2	3	0
Ankrd35	0	1	0	3	1	2	1	4	4	5	3	0	1	0
Itga10	10	21	10	12	18	23	9	16	14	22	17	18	26	8
Pex11b	0	0	0	1	1	2	0	0	2	1	1	1	0	0
Rbm8a	59	98	83	84	103	217	87	114	204	182	151	211	177	89
Lix1l	13	18	13	23	20	37	18	21	32	52	33	33	26	18
Ankrd34a	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Polr3gl	11	19	18	21	20	47	9	21	23	37	32	34	29	20
LOC106022346	0	1	0	1	1	1	1	1	0	1	0	6	4	0
Txnip	166	189	196	180	257	484	208	246	441	493	419	409	372	186
LOC110343559	19	26	10	63	39	10	4	59	107	75	12	12	19	9
Hfe2	0	1	0	0	0	1	0	0	0	1	0	2	0	0
Trnae-cuc_3	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Trnag-ucc_3	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Trnah-gug_4	0	0	0	0	0	1	0	0	0	0	0	1	1	0
Trnak-cuu_18	0	0	0	0	0	1	0	0	1	0	1	0	0	0
Trnan-guu_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnah-gug_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnag-ccc_2	1	1	0	0	0	0	0	0	1	0	0	0	0	0
Trnaq-cug_3	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Trnah-gug_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnah-gug_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnag-ccc_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnah-gug_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101840316	0	1	1	2	1	0	0	0	0	1	0	0	3	0
